fecha,Usos bicis abono anual día,Usos bicis abono ocasional día,Usos bicis total día
23/06/2014,20,79,99
24/06/2014,24,48,72
25/06/2014,105,14,119
26/06/2014,120,15,135
27/06/2014,131,18,149
28/06/2014,101,18,119
29/06/2014,107,33,140
30/06/2014,121,16,137
01/07/2014,126,6,132
02/07/2014,128,2,130
03/07/2014,85,7,92
04/07/2014,121,4,125
05/07/2014,783,3,786
06/07/2014,"1,230",5,"1,235"
07/07/2014,"1,324",3,"1,327"
08/07/2014,"1,774",6,"1,780"
09/07/2014,"1,874",8,"1,882"
10/07/2014,"2,266",7,"2,273"
11/07/2014,"2,212",2,"2,214"
12/07/2014,"1,949",4,"1,953"
13/07/2014,"1,792",2,"1,794"
14/07/2014,"2,311",3,"2,314"
15/07/2014,"2,537",2,"2,539"
16/07/2014,"2,673",7,"2,680"
17/07/2014,"2,651",8,"2,659"
18/07/2014,"2,547",5,"2,552"
19/07/2014,"2,359",2,"2,361"
20/07/2014,"2,371",2,"2,373"
21/07/2014,"2,676",3,"2,679"
22/07/2014,"2,935",4,"2,939"
23/07/2014,"2,927",5,"2,932"
24/07/2014,"3,204",9,"3,213"
25/07/2014,"3,084",2,"3,086"
26/07/2014,"2,467",0,"2,467"
27/07/2014,"2,321",0,"2,321"
28/07/2014,"2,894",4,"2,898"
29/07/2014,"3,168",3,"3,171"
30/07/2014,"3,238",5,"3,243"
31/07/2014,"3,365",5,"3,370"
01/08/2014,"3,048",6,"3,054"
02/08/2014,"2,533",1,"2,534"
03/08/2014,"2,624",0,"2,624"
04/08/2014,"2,813",4,"2,817"
05/08/2014,"2,830",6,"2,836"
06/08/2014,"3,054",6,"3,060"
07/08/2014,"2,967",5,"2,972"
08/08/2014,"2,907",9,"2,916"
09/08/2014,"2,582",0,"2,582"
10/08/2014,"2,687",1,"2,688"
11/08/2014,"2,900",2,"2,902"
12/08/2014,"3,008",3,"3,011"
13/08/2014,"3,102",9,"3,111"
14/08/2014,"2,791",3,"2,794"
15/08/2014,"2,392",0,"2,392"
16/08/2014,"2,254",0,"2,254"
17/08/2014,"2,444",3,"2,447"
18/08/2014,"2,945",5,"2,950"
19/08/2014,"3,155",5,"3,160"
20/08/2014,"3,358",0,"3,358"
21/08/2014,"3,678",4,"3,682"
22/08/2014,"3,419",0,"3,419"
23/08/2014,"3,158",0,"3,158"
24/08/2014,"3,421",1,"3,422"
25/08/2014,"3,556",3,"3,559"
26/08/2014,"3,992",1,"3,993"
27/08/2014,"4,008",2,"4,010"
28/08/2014,"4,125",6,"4,131"
29/08/2014,"4,255",5,"4,260"
30/08/2014,"4,002",1,"4,003"
31/08/2014,"4,323",0,"4,323"
01/09/2014,"4,292",7,"4,299"
02/09/2014,"4,608",8,"4,616"
03/09/2014,"5,163",8,"5,171"
04/09/2014,"5,334",5,"5,339"
05/09/2014,"4,957",1,"4,958"
06/09/2014,"4,791",1,"4,792"
07/09/2014,"4,724",1,"4,725"
08/09/2014,"4,917",3,"4,920"
09/09/2014,"5,209",6,"5,215"
10/09/2014,"5,297",0,"5,297"
11/09/2014,"5,246",7,"5,253"
12/09/2014,"5,340",1,"5,341"
13/09/2014,"4,827",0,"4,827"
14/09/2014,"4,978",1,"4,979"
15/09/2014,"5,022",7,"5,029"
16/09/2014,"5,021",2,"5,023"
17/09/2014,"4,739",1,"4,740"
18/09/2014,"4,319",1,"4,320"
19/09/2014,"4,858",1,"4,859"
20/09/2014,"5,028",2,"5,030"
21/09/2014,"4,955",0,"4,955"
22/09/2014,"4,750",5,"4,755"
23/09/2014,"5,403",2,"5,405"
24/09/2014,"4,867",1,"4,868"
25/09/2014,"5,904",2,"5,906"
26/09/2014,"5,595",3,"5,598"
27/09/2014,"5,083",0,"5,083"
28/09/2014,"4,008",1,"4,009"
29/09/2014,"4,976",6,"4,982"
30/09/2014,"5,616",4,"5,620"
01/10/2014,"5,894",5,"5,899"
02/10/2014,"6,050",0,"6,050"
03/10/2014,"6,325",8,"6,333"
04/10/2014,"6,017",0,"6,017"
05/10/2014,"5,720",0,"5,720"
06/10/2014,"5,427",4,"5,431"
07/10/2014,"5,751",2,"5,753"
08/10/2014,"6,037",10,"6,047"
09/10/2014,"3,697",3,"3,700"
10/10/2014,"4,669",6,"4,675"
11/10/2014,"4,292",0,"4,292"
12/10/2014,"4,625",3,"4,628"
13/10/2014,"4,443",3,"4,446"
14/10/2014,"4,009",0,"4,009"
15/10/2014,"5,513",3,"5,516"
16/10/2014,"5,946",2,"5,948"
17/10/2014,"6,839",1,"6,840"
18/10/2014,"6,265",1,"6,266"
19/10/2014,"5,941",1,"5,942"
20/10/2014,"5,732",4,"5,736"
21/10/2014,"6,145",0,"6,145"
22/10/2014,"6,309",0,"6,309"
23/10/2014,"6,321",1,"6,322"
24/10/2014,"6,575",4,"6,579"
25/10/2014,"6,209",1,"6,210"
26/10/2014,"6,004",1,"6,005"
27/10/2014,"5,635",2,"5,637"
28/10/2014,"5,873",4,"5,877"
29/10/2014,"5,967",0,"5,967"
30/10/2014,"6,099",0,"6,099"
31/10/2014,"6,021",2,"6,023"
01/11/2014,"5,219",0,"5,219"
02/11/2014,"4,170",0,"4,170"
03/11/2014,"3,509",3,"3,512"
04/11/2014,"4,361",2,"4,363"
05/11/2014,"4,998",2,"5,000"
06/11/2014,"5,057",1,"5,058"
07/11/2014,"4,471",2,"4,473"
08/11/2014,"3,629",1,"3,630"
09/11/2014,"3,453",1,"3,454"
10/11/2014,"3,156",0,"3,156"
11/11/2014,"2,578",4,"2,582"
12/11/2014,"4,628",8,"4,636"
13/11/2014,"4,003",3,"4,006"
14/11/2014,"3,485",0,"3,485"
15/11/2014,"3,737",0,"3,737"
16/11/2014,"3,786",0,"3,786"
17/11/2014,"3,971",5,"3,976"
18/11/2014,"4,086",1,"4,087"
19/11/2014,"4,578",2,"4,580"
20/11/2014,"4,878",2,"4,880"
21/11/2014,"5,042",2,"5,044"
22/11/2014,"4,567",4,"4,571"
23/11/2014,"3,629",2,"3,631"
24/11/2014,"4,131",4,"4,135"
25/11/2014,"3,753",0,"3,753"
26/11/2014,"4,476",5,"4,481"
27/11/2014,"3,261",0,"3,261"
28/11/2014,"2,133",0,"2,133"
29/11/2014,"3,137",30,"3,167"
30/11/2014,"3,703",57,"3,760"
01/12/2014,"4,225",11,"4,236"
02/12/2014,"4,573",7,"4,580"
03/12/2014,"4,350",4,"4,354"
04/12/2014,"4,546",9,"4,555"
05/12/2014,"4,533",21,"4,554"
06/12/2014,"3,114",45,"3,159"
07/12/2014,"2,986",85,"3,071"
08/12/2014,"3,045",59,"3,104"
09/12/2014,"3,673",25,"3,698"
10/12/2014,"4,189",14,"4,203"
11/12/2014,"4,490",32,"4,522"
12/12/2014,"4,761",35,"4,796"
13/12/2014,"2,676",23,"2,699"
14/12/2014,"1,740",2,"1,742"
15/12/2014,"3,960",19,"3,979"
16/12/2014,"4,378",31,"4,409"
17/12/2014,"4,547",27,"4,574"
18/12/2014,"4,828",25,"4,853"
19/12/2014,"5,126",47,"5,173"
20/12/2014,"4,454",99,"4,553"
21/12/2014,"4,027",174,"4,201"
22/12/2014,"3,962",76,"4,038"
23/12/2014,"3,960",65,"4,025"
24/12/2014,"2,765",62,"2,827"
25/12/2014,"2,073",145,"2,218"
26/12/2014,"3,171",138,"3,309"
27/12/2014,"3,079",157,"3,236"
28/12/2014,"2,471",107,"2,578"
29/12/2014,"3,060",87,"3,147"
30/12/2014,"3,262",94,"3,356"
31/12/2014,"2,609",133,"2,742"
01/01/2015,"2,018",149,"2,167"
02/01/2015,"2,880",153,"3,033"
03/01/2015,"3,187",170,"3,357"
04/01/2015,"3,296",154,"3,450"
05/01/2015,"4,039",117,"4,156"
06/01/2015,"2,651",115,"2,766"
07/01/2015,"3,821",58,"3,879"
08/01/2015,"4,333",60,"4,393"
09/01/2015,"4,832",86,"4,918"
10/01/2015,"4,494",94,"4,588"
11/01/2015,"4,209",141,"4,350"
12/01/2015,"4,241",44,"4,285"
13/01/2015,"4,365",34,"4,399"
14/01/2015,"4,319",23,"4,342"
15/01/2015,"3,637",26,"3,663"
16/01/2015,"4,236",18,"4,254"
17/01/2015,"3,930",111,"4,041"
18/01/2015,"2,323",49,"2,372"
19/01/2015,"3,309",22,"3,331"
20/01/2015,"3,698",12,"3,710"
21/01/2015,"3,473",27,"3,500"
22/01/2015,"4,202",20,"4,222"
23/01/2015,"4,601",26,"4,627"
24/01/2015,"4,473",107,"4,580"
25/01/2015,"4,085",150,"4,235"
26/01/2015,"4,172",59,"4,231"
27/01/2015,"4,451",28,"4,479"
28/01/2015,"4,911",38,"4,949"
29/01/2015,"4,745",21,"4,766"
30/01/2015,"3,938",33,"3,971"
31/01/2015,"3,831",60,"3,891"
01/02/2015,"3,487",125,"3,612"
02/02/2015,"2,786",14,"2,800"
03/02/2015,"3,182",51,"3,233"
04/02/2015,"3,805",25,"3,830"
05/02/2015,"3,943",16,"3,959"
06/02/2015,"4,249",27,"4,276"
07/02/2015,"3,452",45,"3,497"
08/02/2015,"3,660",98,"3,758"
09/02/2015,"4,023",30,"4,053"
10/02/2015,"4,402",11,"4,413"
11/02/2015,"4,411",25,"4,436"
12/02/2015,"4,946",39,"4,985"
13/02/2015,"5,015",67,"5,082"
14/02/2015,"4,139",153,"4,292"
15/02/2015,"3,800",189,"3,989"
16/02/2015,"4,502",98,"4,600"
17/02/2015,"4,564",67,"4,631"
18/02/2015,"4,770",42,"4,812"
19/02/2015,"5,034",44,"5,078"
20/02/2015,"4,988",64,"5,052"
21/02/2015,"4,259",176,"4,435"
22/02/2015,"4,537",233,"4,770"
23/02/2015,"4,514",77,"4,591"
24/02/2015,"4,608",31,"4,639"
25/02/2015,"5,067",47,"5,114"
26/02/2015,"5,446",65,"5,511"
27/02/2015,"5,908",115,"6,023"
28/02/2015,"5,491",273,"5,764"
01/03/2015,"5,548",305,"5,853"
02/03/2015,"5,017",92,"5,109"
03/03/2015,"5,289",70,"5,359"
04/03/2015,"5,353",51,"5,404"
05/03/2015,"5,513",27,"5,540"
06/03/2015,"6,177",71,"6,248"
07/03/2015,"6,461",326,"6,787"
08/03/2015,"6,235",482,"6,717"
09/03/2015,"5,635",85,"5,720"
10/03/2015,"6,264",111,"6,375"
11/03/2015,"6,516",111,"6,627"
12/03/2015,"6,570",123,"6,693"
13/03/2015,"6,749",139,"6,888"
14/03/2015,"5,793",267,"6,060"
15/03/2015,"4,521",173,"4,694"
16/03/2015,"5,037",46,"5,083"
17/03/2015,"5,413",65,"5,478"
18/03/2015,"3,305",20,"3,325"
19/03/2015,"3,953",59,"4,012"
20/03/2015,"3,911",58,"3,969"
21/03/2015,"3,128",84,"3,212"
22/03/2015,"3,619",118,"3,737"
23/03/2015,"1,853",16,"1,869"
24/03/2015,"5,191",33,"5,224"
25/03/2015,"5,312",51,"5,363"
26/03/2015,"6,068",96,"6,164"
27/03/2015,"7,219",208,"7,427"
28/03/2015,"6,947",563,"7,510"
29/03/2015,"6,352",472,"6,824"
30/03/2015,"6,078",234,"6,312"
31/03/2015,"6,252",199,"6,451"
01/04/2015,"5,620",222,"5,842"
02/04/2015,"4,263",445,"4,708"
03/04/2015,"4,098",620,"4,718"
04/04/2015,"4,535",624,"5,159"
05/04/2015,"5,365",696,"6,061"
06/04/2015,"6,218",316,"6,534"
07/04/2015,"6,651",144,"6,795"
08/04/2015,"6,225",130,"6,355"
09/04/2015,"4,384",39,"4,423"
10/04/2015,"7,065",105,"7,170"
11/04/2015,"7,367",313,"7,680"
12/04/2015,"7,046",395,"7,441"
13/04/2015,"6,609",131,"6,740"
14/04/2015,"7,442",124,"7,566"
15/04/2015,"6,341",60,"6,401"
16/04/2015,"6,885",59,"6,944"
17/04/2015,"8,056",129,"8,185"
18/04/2015,"7,429",333,"7,762"
19/04/2015,"6,794",542,"7,336"
20/04/2015,"6,822",177,"6,999"
21/04/2015,"7,298",132,"7,430"
22/04/2015,"7,899",138,"8,037"
23/04/2015,"8,572",159,"8,731"
24/04/2015,"8,637",244,"8,881"
25/04/2015,"7,266",448,"7,714"
26/04/2015,"3,364",104,"3,468"
27/04/2015,"6,192",78,"6,270"
28/04/2015,"7,553",103,"7,656"
29/04/2015,"8,312",130,"8,442"
30/04/2015,"8,369",178,"8,547"
01/05/2015,"6,917",587,"7,504"
02/05/2015,"6,746",732,"7,478"
03/05/2015,"6,137",529,"6,666"
04/05/2015,"7,055",187,"7,242"
05/05/2015,"7,811",112,"7,923"
06/05/2015,"8,405",149,"8,554"
07/05/2015,"8,910",130,"9,040"
08/05/2015,"9,495",230,"9,725"
09/05/2015,"9,138",558,"9,696"
10/05/2015,"8,998",652,"9,650"
11/05/2015,"8,151",169,"8,320"
12/05/2015,"8,899",144,"9,043"
13/05/2015,"9,145",138,"9,283"
14/05/2015,"9,372",213,"9,585"
15/05/2015,"7,711",483,"8,194"
16/05/2015,"7,979",633,"8,612"
17/05/2015,"7,696",644,"8,340"
18/05/2015,"8,541",240,"8,781"
19/05/2015,"8,514",153,"8,667"
20/05/2015,"8,772",128,"8,900"
21/05/2015,"8,820",215,"9,035"
22/05/2015,"8,934",179,"9,113"
23/05/2015,"8,489",468,"8,957"
24/05/2015,"8,739",530,"9,269"
25/05/2015,"8,409",295,"8,704"
26/05/2015,"9,193",180,"9,373"
27/05/2015,"9,484",200,"9,684"
28/05/2015,"9,765",191,"9,956"
29/05/2015,"9,860",201,"10,061"
30/05/2015,"8,923",445,"9,368"
31/05/2015,"9,047",424,"9,471"
01/06/2015,"8,862",213,"9,075"
02/06/2015,"9,786",170,"9,956"
03/06/2015,"10,329",154,"10,483"
04/06/2015,"9,410",360,"9,770"
05/06/2015,"9,287",201,"9,488"
06/06/2015,"8,501",446,"8,947"
07/06/2015,"8,580",484,"9,064"
08/06/2015,"9,342",258,"9,600"
09/06/2015,"9,573",157,"9,730"
10/06/2015,"8,880",82,"8,962"
11/06/2015,"8,759",149,"8,908"
12/06/2015,"10,641",175,"10,816"
13/06/2015,"9,953",355,"10,308"
14/06/2015,"8,514",388,"8,902"
15/06/2015,"7,744",111,"7,855"
16/06/2015,"10,044",179,"10,223"
17/06/2015,"10,602",120,"10,722"
18/06/2015,"11,349",163,"11,512"
19/06/2015,"11,744",239,"11,983"
20/06/2015,"10,192",499,"10,691"
21/06/2015,"9,353",403,"9,756"
22/06/2015,"9,903",183,"10,086"
23/06/2015,"9,334",148,"9,482"
24/06/2015,"11,459",179,"11,638"
25/06/2015,"12,147",182,"12,329"
26/06/2015,"11,479",197,"11,676"
27/06/2015,"9,229",302,"9,531"
28/06/2015,"8,935",369,"9,304"
29/06/2015,"9,721",141,"9,862"
30/06/2015,"10,530",180,"10,710"
01/07/2015,"11,245",177,"11,422"
02/07/2015,"11,512",174,"11,686"
03/07/2015,"11,083",192,"11,275"
04/07/2015,"9,401",328,"9,729"
05/07/2015,"7,738",304,"8,042"
06/07/2015,"8,826",176,"9,002"
07/07/2015,"9,812",168,"9,980"
08/07/2015,"10,855",187,"11,042"
09/07/2015,"12,130",249,"12,379"
10/07/2015,"11,325",205,"11,530"
11/07/2015,"9,101",332,"9,433"
12/07/2015,"8,299",363,"8,662"
13/07/2015,"10,507",259,"10,766"
14/07/2015,"10,979",169,"11,148"
15/07/2015,"11,589",134,"11,723"
16/07/2015,"11,593",157,"11,750"
17/07/2015,"10,981",212,"11,193"
18/07/2015,"9,142",355,"9,497"
19/07/2015,"8,316",427,"8,743"
20/07/2015,"10,049",268,"10,317"
21/07/2015,"10,447",192,"10,639"
22/07/2015,"10,544",151,"10,695"
23/07/2015,"11,251",179,"11,430"
24/07/2015,"10,465",218,"10,683"
25/07/2015,"8,618",393,"9,011"
26/07/2015,"7,977",316,"8,293"
27/07/2015,"9,443",159,"9,602"
28/07/2015,"10,363",189,"10,552"
29/07/2015,"10,827",159,"10,986"
30/07/2015,"10,578",155,"10,733"
31/07/2015,"9,814",189,"10,003"
01/08/2015,"8,081",282,"8,363"
02/08/2015,"7,509",359,"7,868"
03/08/2015,"8,437",177,"8,614"
04/08/2015,"8,906",203,"9,109"
05/08/2015,"9,327",179,"9,506"
06/08/2015,"9,575",271,"9,846"
07/08/2015,"8,671",175,"8,846"
08/08/2015,"7,554",374,"7,928"
09/08/2015,"6,969",374,"7,343"
10/08/2015,"7,986",189,"8,175"
11/08/2015,"8,750",191,"8,941"
12/08/2015,"9,132",251,"9,383"
13/08/2015,"8,974",236,"9,210"
14/08/2015,"8,165",231,"8,396"
15/08/2015,"7,000",297,"7,297"
16/08/2015,"6,770",336,"7,106"
17/08/2015,"8,362",200,"8,562"
18/08/2015,"8,796",269,"9,065"
19/08/2015,"8,910",227,"9,137"
20/08/2015,"9,408",294,"9,702"
21/08/2015,"8,737",306,"9,043"
22/08/2015,"7,668",475,"8,143"
23/08/2015,"7,911",469,"8,380"
24/08/2015,"8,635",223,"8,858"
25/08/2015,"9,397",212,"9,609"
26/08/2015,"10,135",197,"10,332"
27/08/2015,"10,421",189,"10,610"
28/08/2015,"10,309",245,"10,554"
29/08/2015,"9,433",400,"9,833"
30/08/2015,"8,022",312,"8,334"
31/08/2015,"9,601",142,"9,743"
01/09/2015,"11,238",162,"11,400"
02/09/2015,"11,942",158,"12,100"
03/09/2015,"12,919",171,"13,090"
04/09/2015,"12,253",177,"12,430"
05/09/2015,"10,598",454,"11,052"
06/09/2015,"10,629",561,"11,190"
07/09/2015,"10,586",226,"10,812"
08/09/2015,"12,325",194,"12,519"
09/09/2015,"12,863",184,"13,047"
10/09/2015,"13,747",164,"13,911"
11/09/2015,"13,558",254,"13,812"
12/09/2015,"11,419",513,"11,932"
13/09/2015,"10,394",549,"10,943"
14/09/2015,"11,076",206,"11,282"
15/09/2015,"10,079",106,"10,185"
16/09/2015,"7,669",64,"7,733"
17/09/2015,"11,883",127,"12,010"
18/09/2015,"13,478",199,"13,677"
19/09/2015,"12,287",328,"12,615"
20/09/2015,"11,685",745,"12,430"
21/09/2015,"12,068",230,"12,298"
22/09/2015,"13,662",130,"13,792"
23/09/2015,"13,555",198,"13,753"
24/09/2015,"14,077",183,"14,260"
25/09/2015,"14,976",332,"15,308"
26/09/2015,"13,485",594,"14,079"
27/09/2015,"12,377",723,"13,100"
28/09/2015,"11,880",239,"12,119"
29/09/2015,"12,505",130,"12,635"
30/09/2015,"13,490",137,"13,627"
01/10/2015,"13,882",198,"14,080"
02/10/2015,"15,009",250,"15,259"
03/10/2015,"13,645",538,"14,183"
04/10/2015,"11,192",595,"11,787"
05/10/2015,"9,810",165,"9,975"
06/10/2015,"12,174",144,"12,318"
07/10/2015,"12,292",143,"12,435"
08/10/2015,"13,045",150,"13,195"
09/10/2015,"13,525",241,"13,766"
10/10/2015,"11,026",576,"11,602"
11/10/2015,"9,000",469,"9,469"
12/10/2015,"10,093",533,"10,626"
13/10/2015,"8,567",104,"8,671"
14/10/2015,"11,475",163,"11,638"
15/10/2015,"12,349",142,"12,491"
16/10/2015,"13,346",185,"13,531"
17/10/2015,"9,709",321,"10,030"
18/10/2015,"6,005",232,"6,237"
19/10/2015,"8,612",175,"8,787"
20/10/2015,"11,120",190,"11,310"
21/10/2015,"11,229",165,"11,394"
22/10/2015,"11,845",171,"12,016"
23/10/2015,"12,461",226,"12,687"
24/10/2015,"12,004",484,"12,488"
25/10/2015,"11,347",495,"11,842"
26/10/2015,"8,135",102,"8,237"
27/10/2015,"8,764",87,"8,851"
28/10/2015,"9,598",77,"9,675"
29/10/2015,"11,033",128,"11,161"
30/10/2015,"12,678",219,"12,897"
31/10/2015,"11,295",395,"11,690"
01/11/2015,"9,313",471,"9,784"
02/11/2015,"4,764",69,"4,833"
03/11/2015,"8,017",98,"8,115"
04/11/2015,"8,993",72,"9,065"
05/11/2015,"10,403",80,"10,483"
06/11/2015,"11,091",161,"11,252"
07/11/2015,"10,243",577,"10,820"
08/11/2015,"9,359",433,"9,792"
09/11/2015,"8,494",492,"8,986"
10/11/2015,"10,056",172,"10,228"
11/11/2015,"10,706",137,"10,843"
12/11/2015,"11,054",137,"11,191"
13/11/2015,"12,787",260,"13,047"
14/11/2015,"11,376",393,"11,769"
15/11/2015,"10,213",459,"10,672"
16/11/2015,"9,545",110,"9,655"
17/11/2015,"10,372",64,"10,436"
18/11/2015,"10,986",73,"11,059"
19/11/2015,"11,280",71,"11,351"
20/11/2015,"12,149",168,"12,317"
21/11/2015,"9,836",311,"10,147"
22/11/2015,"7,103",206,"7,309"
23/11/2015,"7,836",62,"7,898"
24/11/2015,"8,593",69,"8,662"
25/11/2015,"9,730",63,"9,793"
26/11/2015,"10,408",97,"10,505"
27/11/2015,"11,242",131,"11,373"
28/11/2015,"10,296",379,"10,675"
29/11/2015,"8,557",304,"8,861"
30/11/2015,"8,398",70,"8,468"
01/12/2015,"9,038",58,"9,096"
02/12/2015,"9,340",64,"9,404"
03/12/2015,"10,303",44,"10,347"
04/12/2015,"10,806",105,"10,911"
05/12/2015,"9,330",429,"9,759"
06/12/2015,"8,348",503,"8,851"
07/12/2015,"7,860",250,"8,110"
08/12/2015,"7,519",345,"7,864"
09/12/2015,"9,109",82,"9,191"
10/12/2015,"9,840",50,"9,890"
11/12/2015,"11,144",127,"11,271"
12/12/2015,"9,687",218,"9,905"
13/12/2015,"8,505",200,"8,705"
14/12/2015,"7,827",77,"7,904"
15/12/2015,"9,476",82,"9,558"
16/12/2015,"9,902",67,"9,969"
17/12/2015,"10,377",142,"10,519"
18/12/2015,"10,936",109,"11,045"
19/12/2015,"10,060",280,"10,340"
20/12/2015,"8,358",177,"8,535"
21/12/2015,"8,670",152,"8,822"
22/12/2015,"9,345",187,"9,532"
23/12/2015,"8,595",190,"8,785"
24/12/2015,"4,942",128,"5,070"
25/12/2015,"3,229",317,"3,546"
26/12/2015,"4,831",305,"5,136"
27/12/2015,"5,268",319,"5,587"
28/12/2015,"4,701",168,"4,869"
29/12/2015,"6,205",193,"6,398"
30/12/2015,"6,758",219,"6,977"
31/12/2015,"4,696",255,"4,951"
01/01/2016,"3,369",289,"3,658"
02/01/2016,"4,739",298,"5,037"
03/01/2016,"3,919",153,"4,072"
04/01/2016,"4,219",95,"4,314"
05/01/2016,"6,712",144,"6,856"
06/01/2016,"3,574",79,"3,653"
07/01/2016,"6,643",84,"6,727"
08/01/2016,"6,621",89,"6,710"
09/01/2016,"6,132",126,"6,258"
10/01/2016,"3,233",40,"3,273"
11/01/2016,"5,910",40,"5,950"
12/01/2016,"7,710",52,"7,762"
13/01/2016,"8,069",58,"8,127"
14/01/2016,"5,378",23,"5,401"
15/01/2016,"8,043",41,"8,084"
16/01/2016,"7,218",224,"7,442"
17/01/2016,"5,755",161,"5,916"
18/01/2016,"7,002",51,"7,053"
19/01/2016,"7,669",44,"7,713"
20/01/2016,"7,881",47,"7,928"
21/01/2016,"7,960",42,"8,002"
22/01/2016,"7,674",54,"7,728"
23/01/2016,"8,214",327,"8,541"
24/01/2016,"8,189",401,"8,590"
25/01/2016,"8,115",100,"8,215"
26/01/2016,"8,852",103,"8,955"
27/01/2016,"8,284",65,"8,349"
28/01/2016,"6,189",31,"6,220"
29/01/2016,"7,609",52,"7,661"
30/01/2016,"7,832",233,"8,065"
31/01/2016,"7,424",402,"7,826"
01/02/2016,"8,451",139,"8,590"
02/02/2016,"8,741",115,"8,856"
03/02/2016,"9,214",68,"9,282"
04/02/2016,"8,992",53,"9,045"
05/02/2016,"9,145",95,"9,240"
06/02/2016,"6,781",202,"6,983"
07/02/2016,"5,337",209,"5,546"
08/02/2016,"7,387",73,"7,460"
09/02/2016,"7,429",63,"7,492"
10/02/2016,"8,634",38,"8,672"
11/02/2016,"7,491",24,"7,515"
12/02/2016,"5,129",30,"5,159"
13/02/2016,"5,180",133,"5,313"
14/02/2016,"4,131",88,"4,219"
15/02/2016,"6,740",49,"6,789"
16/02/2016,"7,308",46,"7,354"
17/02/2016,"7,468",39,"7,507"
18/02/2016,"6,715",24,"6,739"
19/02/2016,"8,267",120,"8,387"
20/02/2016,"7,317",325,"7,642"
21/02/2016,"6,678",298,"6,976"
22/02/2016,"7,883",98,"7,981"
23/02/2016,"8,821",108,"8,929"
24/02/2016,"6,959",34,"6,993"
25/02/2016,"8,496",89,"8,585"
26/02/2016,"4,576",22,"4,598"
27/02/2016,"5,636",147,"5,783"
28/02/2016,"5,276",122,"5,398"
29/02/2016,"7,716",132,"7,848"
01/03/2016,"8,496",103,"8,599"
02/03/2016,"9,229",86,"9,315"
03/03/2016,"9,352",80,"9,432"
04/03/2016,"8,423",130,"8,553"
05/03/2016,"6,171",148,"6,319"
06/03/2016,"5,793",272,"6,065"
07/03/2016,"6,226",80,"6,306"
08/03/2016,"8,027",69,"8,096"
09/03/2016,"8,058",65,"8,123"
10/03/2016,"8,448",66,"8,514"
11/03/2016,"8,943",121,"9,064"
12/03/2016,"7,466",370,"7,836"
13/03/2016,"6,989",387,"7,376"
14/03/2016,"7,819",98,"7,917"
15/03/2016,"8,757",63,"8,820"
16/03/2016,"9,367",81,"9,448"
17/03/2016,"9,640",124,"9,764"
18/03/2016,"7,918",135,"8,053"
19/03/2016,"4,456",104,"4,560"
20/03/2016,"4,704",226,"4,930"
21/03/2016,"4,085",108,"4,193"
22/03/2016,"6,274",106,"6,380"
23/03/2016,"6,111",143,"6,254"
24/03/2016,"4,115",330,"4,445"
25/03/2016,"3,565",377,"3,942"
26/03/2016,"4,063",437,"4,500"
27/03/2016,"4,484",394,"4,878"
28/03/2016,"6,427",150,"6,577"
29/03/2016,"8,496",139,"8,635"
30/03/2016,"9,752",184,"9,936"
31/03/2016,"8,675",95,"8,770"
01/04/2016,"9,409",93,"9,502"
02/04/2016,"8,228",354,"8,582"
03/04/2016,"5,661",190,"5,851"
04/04/2016,"2,164",8,"2,172"
05/04/2016,"8,928",123,"9,051"
06/04/2016,"9,910",88,"9,998"
07/04/2016,"10,551",132,"10,683"
08/04/2016,"9,941",177,"10,118"
09/04/2016,"8,593",434,"9,027"
10/04/2016,"5,373",152,"5,525"
11/04/2016,"4,838",60,"4,898"
12/04/2016,"4,193",40,"4,233"
13/04/2016,"8,921",90,"9,011"
14/04/2016,"9,814",102,"9,916"
15/04/2016,"9,310",188,"9,498"
16/04/2016,"4,033",61,"4,094"
17/04/2016,"7,784",487,"8,271"
18/04/2016,"9,486",247,"9,733"
19/04/2016,"5,465",43,"5,508"
20/04/2016,"5,336",30,"5,366"
21/04/2016,"9,379",144,"9,523"
22/04/2016,"9,275",169,"9,444"
23/04/2016,"7,196",292,"7,488"
24/04/2016,"8,467",553,"9,020"
25/04/2016,"9,371",157,"9,528"
26/04/2016,"10,348",104,"10,452"
27/04/2016,"10,338",128,"10,466"
28/04/2016,"9,873",142,"10,015"
29/04/2016,"9,532",221,"9,753"
30/04/2016,"6,957",511,"7,468"
01/05/2016,"5,878",536,"6,414"
02/05/2016,"6,703",525,"7,228"
03/05/2016,"10,253",200,"10,453"
04/05/2016,"11,535",185,"11,720"
05/05/2016,"9,852",190,"10,042"
06/05/2016,"7,185",107,"7,292"
07/05/2016,"6,695",305,"7,000"
08/05/2016,"3,054",48,"3,102"
09/05/2016,"5,317",34,"5,351"
10/05/2016,"5,697",40,"5,737"
11/05/2016,"7,080",44,"7,124"
12/05/2016,"8,743",57,"8,800"
13/05/2016,"8,197",80,"8,277"
14/05/2016,"7,334",382,"7,716"
15/05/2016,"7,474",523,"7,997"
16/05/2016,"8,096",547,"8,643"
17/05/2016,"10,527",267,"10,794"
18/05/2016,"11,489",174,"11,663"
19/05/2016,"11,790",136,"11,926"
20/05/2016,"12,225",266,"12,491"
21/05/2016,"10,361",565,"10,926"
22/05/2016,"8,902",538,"9,440"
23/05/2016,"10,154",244,"10,398"
24/05/2016,"10,947",143,"11,090"
